manufacturer,model,impedance_ohm,fs_hz,qts,qes,qms,vas_l,re_ohm,le_mh,sd_cm2,mms_g,mmd_g,cms_mm_per_n,rms_ns_per_m,bl_tm,xmax_mm,xmech_mm,vd_cm3,linear_travel_pp_mm,max_travel_pp_mm,xlin_mm,eta0_percent,ebp_hz,sensitivity_db,power_rms_w,power_handling_w,nominal_diameter_in,qa_as_printed,sensitivity_1w_1m_db,sensitivity_2v83_1m_db,le_frequency_hz,nominal_diameter_mm,overall_diameter_mm,overall_width_mm,overall_height_mm,overall_depth_mm,mounting_depth_mm,cutout_diameter_mm,bolt_circle_diameter_mm,mounting_hole_diameter_mm,mounting_hole_count,flange_thickness_mm,magnet_diameter_mm,magnet_depth_mm,voice_coil_diameter_mm,voice_coil_height_mm,voice_coil_former_height_mm,gap_height_mm,effective_diaphragm_diameter_mm,cone_dome_diameter_mm,ribbon_dimension_1_mm,ribbon_dimension_2_mm,overall_dimension_1_mm,overall_dimension_2_mm,overall_dimension_3_mm,cutout_dimension_1_mm,cutout_dimension_2_mm,tweeter_voice_coil_diameter_mm,tweeter_voice_coil_height_mm,tweeter_gap_height_mm,krm_microohm,erm,kxm_mh,exm,power_peak_w,frequency_min_hz,frequency_max_hz,crossover_frequency_hz,crossover_slope_db_per_oct,power_continuous_iec268_5_w,power_test_highpass_hz,power_test_highpass_slope_db_per_oct,net_weight_kg,magnet_weight_g,sensitivity_tolerance_db
Peerless,PLS-P830984,8,110.79,0.72,0.83,5.4,0.849505398,6.25,0.05,22.2,2.03,,1.02,,3.27,2.05,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,PLS-P830986,8,102,0.76,0.89,5.1,0.849505398,6.2,0.05,27.3,2.56,,0.9,,3.43,2.05,,,,,,,,,12,,3,,,,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,PLS-P830987,8,103,0.94,1.11,6.1,1.132673864,6.2,0.05,27.3,2.52,,1,,2.98,2.05,,,,,,,,,20,,3,,,,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,SDS-135F25CP02-04,4,58,0.4,0.447,3.68,3.94,3.1,1.06,86.35,20.4,,0.37,,7.2,12.5,,,,,,,,,,,,,,,,,152,,,73.4,,,141.6,4.5,6,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,SDS-164 P830657,8,44.7,0.46,0.55,2.74,30.77,6.05,0.38,141,11.5,,1.1014,,5.98,3.5,,,,,,,,89.4,,,,,,89.4,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,SDS-P830656,8,57.23,0.59,0.7,3.6,8.77,6.06,0.37,86.6,9.3,,0.833,,5.36,3.46,,,,,,,,84.4,60,60,,,,,,,151.892,,,,,,141.8,4.4,6,,,15,,,,6,,,,,152,134,,,,,,,,,,,,,,,,,,,,,
Peerless,SDS-P830657,8,44.75,0.46,0.55,2.74,30.77,6.05,0.38,141,11.5,,1.1014,,5.98,3.5,,,,,,,,88.5,60,60,,,1,1,,,,,,,,,,,,,,15,25.73,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,SDS-P830855,8,63,0.44,0.49,4.66,3.114853125,5.6,0.24,50.3,6.9,,92.3,,5.58,3,,,,,,,,,30,,4,,,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,SLS-135F32CP01-04,4,55,0.5,0.601,5.47,5.65,2.8,0.353,89.9,16.9,,0.49,,5.18,13.8,,,,,,,,,,,,,,,,133.35,,,,77,,119,142,4.5,6,,,,32.4,,,,,,,,152,134,,,,,,,,,,,,,,,,,,,,,
Peerless,SLS-85S25CP04-04,4,73,0.36,0.386,5.41,1.43,3.2,0.169,32.2,4.86,,0.97,,4.3,10.2,,,,,,,,,,,,,,,,88.9,,,,76.1,,76,96.5,4.2,6,,,,25.7,,,,,,,,105,91,,,,,,,,,,,,,,,,,,,,,
Peerless,SLS-P830667,8,42.19,0.54,0.59,7.8,26.27,5.4,2.1,213.8,34.8,,0.4091,,8.26,8.4,,,,,,,,58.6,,90,,,,,,,,,,100,,178,,,,,,,38.43,,,8,,,,,213,,,,,,,,,,,,,,,,,,,,,,
Peerless,SLS-P830668,8,35,0.59,0.646,7.28,62.9,5.6,1.46,346.4,57.3,52.7,0.37,,10.3,10.9,,377,,,,,,87.5,,70,,,,,,254,,,,,,,254,5.2,8,,,22,38.43,,,8,,,,,263,,,,,,,,,,,,,,,,,,,,,,
Peerless,SLS-P830669,8,31.48,0.54,0.58,7.07,132.42,5.6,1.12,522.8,74.1,,0.345,,11.88,8,,,,,,,,89.2,,100,,,,,,304.8,,,,,,,5,,8,,,22,38.44,24,,8,,,,,305,,,,,,,,,,,,,,,,,,,,,,
Peerless,SLS-P830945,4,56,0.4,0.441,4.36,4.68,2.8,0.306,83.3,17,,0.48,,6.19,7,,,,,,,,,,,,,,,,,,,,77,,120,4.5,,6,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,SLS-P830946,4,42.18,0.35,0.38,4.92,11.2,2.73,0.65,123.5,30.5,,0.4667,,7.6,8.2,,,,,,,,83.3,75,75,,,,,,165.1,,,,,,,171.1,4.5,6,,,22,38.44,,,8.2,,,,,182,164,,,,,,,,,,,,,,,,,,,,,
Peerless,TC7FD00-04,4,143,0.92,1.22,3.7,0.566336932,3.2,0.02,22.1,1.64,,0.75,,1.97,1,,,,,,,,,20,20,,,,,,,,,,36.4,,65.8,,,,,,,19.3,,,3,,,,,75,,,,,,,,,,,,,,,,,,,,,,
Peerless,TC9FD18-08,8,124.86,0.89,1.33,2.73,1.24,6.32,0.05,36.3,2.4,,0.6696,,3.01,3,,,,,,,,84.4,30,30,,,,,,88.9,,,,,,,89.5,4.3,4,,,,19.43,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,XLS-P830452,4,25,0.29,0.313,4.14,60.3,4.2,1.7,350,120,,0.35,,15.7,21.9,,,,,,,,,,,,,,,,254,269.2,,,134.3,,256.7,,5,8,,,,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,XT19TD00-04,4,762,0.65,0.83,3.05,0.01,2.86,0.01,4.9,0.2,,0.2112,,1.85,0.4,,,,,,,,85.2,120,,,,1,85.2,,,94,,,,,68,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,XT25SC90-04,4,825,0.93,1.07,7.17,0.01,3.13,0.01,8.6,0.3,,0.1185,,2.18,0.1,,,,,,,,86.8,100,100,,,1,86.8,,,65,,,33,,,,,,,,,25.76,,,6,25,25.4,,,65,,,,,,,,,,,,,,,,,,,,,,
Peerless,XT25TG30-04,4,436.13,0.44,0.54,2.5,0.04,3,0.01,8.2,0.4,,0.3665,,2.36,0.5,,,,,,,,87.2,,110,,,1,1,,,104,,,,,,,,,,,,25.76,,,3,,25,,,104.2,,,,,,,,,,,,,,,,,,,,,,
Peerless,XXLS-P830845,8,29,0.65,0.69,12.5,91.9,5.8,0.768,491,116,,0.27,,13.2,15.2,,,,,,,,,,,,,,,,304.8,308,,,154.25,,278,5,,8,,,,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,XXLS-P835017,4,21.55,0.39,0.4,10.83,136.04,2.5,0.53,483.1,131.4,,0.4151,,10.58,12.3,,,,,,,,84.8,,120,,,,,,304.8,308,,,,,278,5,,8,,,35,51,33,,8,,,,,308.5,,,,,,,,,,,,,,,,,,,,,,
Prv Audio,4MR60-4,4,89.88,0.68,0.75,7.34,3.398021591,3.6,0.2,57,4.32,,0.725,,3.42,2.87,,,,,,,,,30,,4,,,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purifi,PTT4.0X04-NFC-01,4,38,0.3,0.32,4.5,6.4,3.8,0.38,57,12.8,,1.41,0.66,6,8.8,,,,,,,,,,,,,,,1000,101.6,125,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purifi,PTT6.5X04-NAA-08,4,32,0.35,0.37,7.5,21,3.7,0.36,133,29.8,,0.82,0.81,7.8,9.8,,,,,,,,,,,,,,,,165.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,MR13P-4,4,41,0.23,0.25,2.8,19.4,3.3,0.11,70,5.4,,2.79,0.5,4.3,6,,,6,,,,,91,,,,,,91,,127,132,,,73.5,,110,,,,,,,30.5,11,,5,,,,,132,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,MR16P-4,4,31,0.25,0.26,4.85,47.2,3.2,0.11,119,11.2,,2.35,0.45,5.2,6.2,,,6.2,,,,,92.5,,,,,,,,165.1,165,,,86.1,,140.3,,,,,,,35.5,11.2,,5,,,,,165,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,MW13P,4,41,0.27,0.29,3.71,14.6,3.8,0.13,70,7.2,,2.09,0.5,4.9,10,,,,,,,,89,,40,,,,,,,,,,73.8,,110.6,,,,,,,30.5,15,,5,,,,,132,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,MW13P,8,41.5,0.3,0.33,3.55,15,6,0.15,70,6.8,,2.16,0.5,5.7,10,,,10,,,,,87,,40,,,,87,,,,,,73.8,,110.6,,,,,,,30.5,15,,5,,,,,132,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB12MNRX25-4,4,58,0.37,0.42,3.6,5.5,3.2,0.14,50,4.9,,1.55,0.5,3.7,4.5,,,4.5,,,,,88.5,,50,,,,88.5,,,,,,79.1,,98.2,,,,,,,25.4,9.5,,5,,,,,123,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB13PFCR25-4,4,44,0.29,0.33,2.6,13.4,3.2,0.56,87,10.5,,1.25,1.1,5.3,4.5,,,9,,,,,89,,,,,,89,,127,150,,,,,,,,,,,,25.4,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB15NRXC30,4,41,0.29,0.31,5.3,16.7,3.1,0.12,82,8.6,,1.75,0.42,4.7,10,,,,,,,,91,,50,,,,,,,,,,78.9,,123.9,,,,,,,30.5,15,,5,,,,,150,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB15NRXC30,8,38,0.33,0.35,4.8,20.7,5.7,0.14,82,8.1,,2.17,,5.6,10,,,10,,,,,88,,50,,,,88,,,,,,78.9,,123.9,,,,,,,30.5,15,,5,,,,,150,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB15NRXC30-8-131T,8,38,0.33,0.35,4.8,20.67129801216,5.7,0.14,82,8.1,,2.17,,5.6,5,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,30.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB16PFCR25-4-COAX,4,36,0.31,0.35,2.6,31.3,3.2,0.31,119,12.5,,1.56,1.1,5.1,9.3,,,9.3,,,,,90,,,,,,90,,176,176,,,88.3,,144.5,,,4,,,,25.4,14.3,,5,,,,,,,,,,12.4,1.2,1.5,,,,,,,,,,,,,,,
SB Acoustics,SB17CAC35-4,4,29.5,0.29,0.31,4.7,37.8,3.1,0.13,118,15.2,,1.91,0.6,5.3,11,,,,,,,,90,,60,,,,,,,,,,86,,144.9,,,,,,,35.5,16,,5,,,,,171,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB17CAC35-4,4,36,0.37,0.41,4.49,27.6,3.1,0.13,118,13.9,,1.4,0.7,4.9,11,,,,,,,,90,,60,,,,,,,,,,85.9,,114.9,,,,,,,35.5,16,,5,,,,,171,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB17CAC35-8,8,28,0.36,0.4,4.46,42,5.7,0.15,118,15.4,,2.13,0.6,6.2,11,,,11,,,,,86.5,,60,,,,86.5,,,171,,,,,114.9,,,,,,,35.5,16,,5,,,,,171,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB17NRX2C35-8,8,36.5,0.42,0.47,4.55,27,5.7,0.15,118,13.9,,1.37,0.7,6.25,11,,,11,,,,,87,,50,,,,87,,,171,,,85.9,,114.9,,,,,,,35.5,16,,5,,,,,171,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB20FRPC30-8,8,39.4,0.45,0.47,10.1,66.3,6,0.22,216,16.3,,1,0.4,7.15,5,,,8.2,,,,,92,,,,,,92,,203.2,218,,,,,,,,8,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB23NRXS45-8,8,27,0.38,0.41,5.4,94,5.6,0.6,216,24.5,,1.42,0.77,7.5,13,,,13,,,,,88.5,,60,,,,88.5,,203.2,234,,,89.17,,198,,,,,,,45.5,19,,6,,,,,234,,,,,,,,,,,,,,,,,,,,,,
SB Acoustics,SB29NRX75-6,6,21,0.35,0.38,5.7,102,4.2,1.8,312,78,,0.74,1.8,10.7,22,,,22,,,,,88,,200,,,,88,,,290,,,133.1,,249,,,,,,,75.6,28,,6,,,,,290,,,,,,,,,,,,,,,,,,,,,,
SB Audience,BIANCO-15OB350,8,34,0.57,0.6,12.17,212.73,7.2,1.72,855.3,106.48,,0.21,1.87,16.48,11.02,,,,,,,,,,,,,,,,381,391,,,,,363,376.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,10F/4424G00,4,90,0.29,0.32,3.2,2,3.2,0.1,36,2.8,,1.1,0.49,3.9,2.6,7,,,,,,,90,15,15,,,,90,,100,97.5,,,44.65,,78,,,,,,,20,9.2,,4,68,,,,97.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,10F/8424G00,8,90,0.37,0.41,3.49,2.1,5.8,0.13,36,2.77,,1.13,0.45,4.8,2.6,7,,,,,,,86.5,15,15,,,,86.5,,100,97.5,,,44.65,,78,,,,,,6,20,9.2,,4,68,,,,97.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,10F8414G10,8,100,0.51,0.65,2.44,1.57,6.3,0.11,36,2.93,,0.86,0.76,4.27,2.3,7.5,,,,,,,86,10,20,,,,86,,,97.5,,,39.9,,78,,,,,,,20,8.7,,4,68,,,,97.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,10M/4614G06,4,110,0.53,0.63,3.26,1.3,3.2,0.1,36,3,,0.698,0.64,3.2,2.6,7,,,,,,,88,60,,,,,88,,100,97.5,,,,,,,,,,,,20,9.2,,4,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,11M/4631G05,4,68,0.31,0.33,4.54,2.7,3.6,0.06,50,7.1,,0.77,0.67,5.5,3,7,,,,,,,90,,,,,,90,,110,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12m_4631g,4,75,0.33,0.35,5.57,2.3,3.2,0.22,49,6.5,,0.69,0.55,5.3,3,7,,,,,,,89,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12M/4631G00,4,75,0.33,0.35,5.57,2.3,3.2,0.22,49,6.5,,0.69,0.55,5.3,3,7,,,,,,,89,40,,,,,89,,,115.5,,,,,,,,,,,,38,10,,4,79,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12mu_4731t,4,64,0.24,0.26,3.64,5.4,3.1,0.11,58,5.4,,1.15,0.6,5.1,3.5,10,,,,,,,90,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12mu_8731t,8,66,0.29,0.31,3.63,5.8,5.9,0.13,58,4.7,,1.24,0.54,6.1,3.4,11,,,,,,,87,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12MU/4731T00,4,64,0.24,0.26,3.64,5.4,3.1,0.11,58,5.4,,1.15,0.6,5.1,3.5,10,,,,,,,90,80,150,,,,90,,,120,,,70,,101,,,,,,5,32,6,,13,86,,,,120,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12MU/8731T00,8,66,0.29,0.31,3.63,5.8,5.9,0.13,58,4.7,,1.24,0.54,6.1,3.4,11,,,,,,,87,80,80,,,,87,,120,120,,,70,,101,,,,,,5,32,6.2,,13,86,,,,120,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12W/4524G00,4,50,0.27,0.3,3.35,8.2,3.1,0.4,59,6.1,,1.67,0.57,4.4,3,9,,,,,,,89,40,40,,,,89,,,125,,,53.4,,100,,,,,,,25,10,,4,86,,,,124.7,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,12W/8524G00,8,52,0.32,0.35,3.42,8.2,5.7,0.6,59,5.6,,1.67,0.54,5.4,3,9,,,,,,,86,40,40,,,,86,,,125,,,53.4,,100,,,,,,,25,10,,4,86,,,,124.7,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15M/4624G00,4,100,0.43,0.47,5.62,3.7,3.2,0.23,80,6.2,,0.41,0.69,5.3,1.5,8,,,,,,,92.4,75,,,,,92.4,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15M4531K00,4,42,0.27,0.28,4.8,16,3.5,0.16,95,11,,1.3,0.6,6,3,8,,,,,,,89.5,50,150,,,,89.5,,150,148,,,71,,125,,,,,,,38,11,,5,110,,,,148,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W / 4531G00,4,40,0.32,0.34,4.6,15.8,3.4,0.25,95,13,,1.25,0.7,5.7,6.5,9,,,,,,,87,60,60,,,,87,,150,148,,,76.5,,126,,,,,,,38,17.5,,5,110,,,,148,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W/4424G00,4,46,0.24,0.26,3.26,13.8,3.1,0.37,80,7.9,,1.51,0.7,5.2,2.8,8,,,,,,,90.5,60,,,,,90.5,,,149,,,,,,,,,,,,25,10.5,,5,101,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W/4434G00,4,43,0.21,0.22,3.69,12.8,3,0.5,80,9.6,,1.43,0.7,5.9,4.3,8,,,,,,,89.5,60,,,,,89.5,,150,149,,,,,,,,,,,,32,13.6,,5,101,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W/8424G00,8,46,0.25,0.27,3.6,14.5,5.5,0.5,80,7.54,,1.62,0.6,6.6,2.6,8,,,,,,,87.5,60,60,,,,87.5,,,149,,,60.9,,114,,,,,,,25,10.2,,5,101,,,,149,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W/8434G00,8,45,0.25,0.27,3.74,12.8,5.7,0.8,80,8.61,,1.43,0.66,7.3,4.2,8,,,,,,,87,60,60,,,,87,,150,149,,,61.9,,114,,,,,,,32,13.4,,5,101,,,,149,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W/8534T00,8,32,0.39,0.43,3.6,30,6.6,0.26,98,11,,2.2,0.6,5.5,5,9,,,,,,,85.5,60,,,,,85.5,,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W8530K00,8,39,0.39,0.43,5,16,5.85,0.3,95,13,,1.27,0.64,6.6,6.5,9,,,,,,,86,60,,,,,86,,,148,,,,,,,,,,,,38,18,,5,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W8530K01,8,38,0.5,0.55,5.8,17,5.9,0.3,95,13,,1.33,0.54,5.8,6.5,9,,,,,,,84.5,60,,,,,84.5,,150,148,,,,,,,,,,,,38,18,,5,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15W8531K00,8,39,0.38,0.42,4.9,16.7,5.8,0.29,95,12.8,,1.3,0.64,6.6,6.5,9,,,,,,,86,60,60,,,,86,,,148,,,71,,125,,,,,,,38,18,,5,110,,,,148,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15WU/4741T00,4,34,0.23,0.25,3.47,20,3.2,0.5,92,13,,1.69,0.8,6,9,13,,,,,,,86,80,80,,,,86,,,150,,,90,,123,,,,,,4,42,8,,20,108,,,,149,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,15WU/8741T00,8,35,0.26,0.28,3.37,19.9,5.9,0.41,92,12.3,,1.68,0.8,7.5,9,13,,,,,,,83.5,80,80,,,,83.5,,150,150,,,90,,123,,,,,,4,42,8,,20,108,,,,149,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,16W/4434G00,4,55,0.48,0.56,3.06,17.9,3,0.35,138,12.5,,0.67,1.41,4.8,4,8,,,,,,,90.5,40,,,,,90.5,,160,165.5,,,,,,,,,,,,32,12,,4,131,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,16W/4531G06,4,51,0.59,0.66,5.08,12.6,3.46,0.28,123,16.3,,0.59,1.02,5.18,6.5,6.5,,,,,,,86,,,,,,86,,160,165.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,16W/4538G05,4,36,0.35,0.39,3.82,24,3.1,0.18,123,16.9,,1.12,1,5.5,6.6,13.5,,,,,,,90,,,,,,90,,160,165.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18M/4631T00,4,65,0.6,0.67,5.65,14,3.5,0.16,154,14.3,,0.42,1.03,5.6,3,14.5,,,,,,,92,50,70,,,,92,,180,182,,,84.9,,156,,,,,,,38,11,,5,,,,,182,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18M/4631T00,4,65,0.6,0.67,5.65,14,3.5,0.16,154,14.3,,0.42,1.03,5.6,3,14.5,,,,,,,92,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18M/8631T00,8,65,0.71,0.82,5.24,14,6,0.22,154,14.2,,0.42,1.11,6.5,3,14.5,,,,,,,91.6,120,,,,,91.6,,180,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W / 4531G00,4,33,0.35,0.38,5.2,41.9,3.4,0.3,157,17.5,,1.33,0.7,5.7,6.5,11,,,,,,,90,70,70,,,,90,,180,182.2,,,82.5,,156,,,,,,,38,17.5,,5,138,,,,182,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W / 4531G01,4,34,0.35,0.38,4.9,45.6,3.5,0.27,157,16.9,,1.3,0.74,5.7,6.5,11,,,,,,,89,70,110,,,,89,,180,182.2,,,77.6,,156,167.8,5.3,5,,110,,38,18,,5,142,,,,182.2,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W/4424G00,4,49,0.38,0.42,4.57,24.1,3.2,0.47,137,11.4,,0.92,0.77,5.2,2.8,8,,,,,,,91,50,,,,,91,,,180,,,,,,,,,,,,25,10.5,,5,132,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W/4434G00,4,47,0.35,0.37,7.81,20.7,3,0.39,137,14.41,,0.79,0.55,6,4.3,8,,,,,,,91.5,55,,,,,91.5,,180,180,,,,,,,,,,,,32,13.6,,5,132,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W/8424G00,8,54,0.45,0.51,4.04,20.3,5.7,0.69,137,11.3,,0.77,0.95,6.6,2.6,8,,,,,,,89.5,50,,,,,89.5,,,180,,,,,,,,,,,,25,10.2,,5,132,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W/8535-01,8,25,0.38,0.46,2.1,68.9,5.85,0.33,145,17.2,,2.3,1.33,5.9,5,10,,,,,,,87,70,190,,,,87,,,177,,,74.5,,158,,,,,,90,38,15,,5,136,,,,177,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W8434G00,8,50,0.43,0.46,7.58,19.5,5.6,0.55,137,13.7,,0.74,0.57,7.2,4.2,8,,,,,,,88.5,55,55,,,,88.5,,180,180,,,73.2,,144.3,,,,,,,32,13.4,,5,132,,,,179.6,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W8531G00,8,28,0.36,0.39,5.1,58.2,5.8,0.35,150,17.5,,1.85,0.6,6.8,6.5,11,,,,,,,87,60,60,,,,87,,,182.2,,,82.5,,156,,,,,,,38,18,,5,138,,,,182,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W8535-00,8,26,0.38,0.45,2.5,71.2,5.8,0.3,145,15.5,,2.42,1.01,5.7,5,10,,,,,,,86.5,70,,,,,86.5,,,,,,,,,,,,,,,38,15,,5,136,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W8542-00,8,30,0.23,0.26,1.7,47.9,5.5,0.2,135,15,,1.88,1.66,7.8,6.5,10,,,,,,,89,70,70,,,,89,,,177,,,74.5,,158,,,,,,,42,19,,6,131,,,,177,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W8542-10,8,43,0.35,0.44,1.7,26,5.7,0.2,135,13.6,,1,2.1,6.9,6.5,10,,,,,,,88,,130,,,,88,,,177,,,74.5,,158,,,,,,,42,19,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W8545-01,8,25,0.2,0.22,1.55,68.6,5.7,0.39,145,18,,2.3,1.8,8.4,6.5,10,,,,,,,88,100,100,,,,88,,180,177,,,74.5,,158,,,,,,,42,19,,6,136,,,,177,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18W8545K00,8,28,0.28,0.3,5.2,46.4,5.5,0.4,145,20.5,,1.58,0.69,8.2,6.5,10,,,,,,,87.5,100,,,,,87.5,,180,177,,,,,,,,,,,,42,19,,6,136,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18WE/4542T00,4,46,0.25,0.26,5.62,17.2,3.4,0.1,133,17.5,,0.68,0.9,8.1,7.2,12,,,,,,,92.5,70,100,,,,92.5,,180,180,,,97.7,,158,,,,,,40,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18WE/8542T-00,8,50,0.32,0.34,5.01,16,6.3,0.14,133,16,,0.64,1,9.7,7.7,12,,,,,,,89,50,100,,,,,,180,180,,,97.7,,158,,,,,,40,,20.4,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18WU/4741T00,4,34,0.36,0.39,3.76,38.4,3.3,0.4,154,19.1,,1.2,1.1,5.9,9,16,,,,,,,87.5,70,70,,,,87.5,,177.8,184,,,104.8,,157,,,,,,,42,8,,20,140,,,,184,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18WU/4741T00,8,35,0.39,0.44,3.78,37.1,5.8,0.6,154,18.5,,1.1,,7.3,16,,,,,,,,85.5,,70,,,,,,,,,,104.8,,157,,,,,,,42,8,,20,140,,,,184,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18WU/4747T00,4,36,0.35,0.39,3.72,36,3.3,0.4,154,18.1,,1.1,1.1,5.9,9,16,,,,,,,87.5,70,,,,,87.5,,180,184,,,,,,,,,,,,42,8,,20,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,18WU/8741T00,8,35,0.39,0.44,3.78,37.1,5.8,0.6,154,18.5,,1.1,1.1,7.3,9,16,,,,,,,85.5,70,,,,,85.5,,,184,,,,,,,,,,,,42,8,,20,140,,,,,,,,,,,,,,,,,,,,,,,,,,
